gene,geneLabel,ensemble_symbol,protein,proteinLabel
http://www.wikidata.org/entity/Q18052542,DEDD2,ENSG00000160570,http://www.wikidata.org/entity/Q21101082,Death effector domain containing 2
http://www.wikidata.org/entity/Q18052569,TDRD5,ENSG00000162782,http://www.wikidata.org/entity/Q21125324,Tudor domain containing 5
http://www.wikidata.org/entity/Q18052662,PRICKLE2,ENSG00000163637,http://www.wikidata.org/entity/Q21119755,Prickle planar cell polarity protein 2
http://www.wikidata.org/entity/Q18052662,PRICKLE2,ENSG00000163637,http://www.wikidata.org/entity/Q21140851,Prickle-like protein 2
http://www.wikidata.org/entity/Q18053059,MPZL3,ENSG00000160588,http://www.wikidata.org/entity/Q21120865,Myelin protein zero like 3
http://www.wikidata.org/entity/Q18053130,THAP8,ENSG00000161277,http://www.wikidata.org/entity/Q21126554,THAP domain containing 8
http://www.wikidata.org/entity/Q18053160,KRTCAP2,ENSG00000163463,http://www.wikidata.org/entity/Q21133262,Keratinocyte associated protein 2
http://www.wikidata.org/entity/Q18053189,LIPH,ENSG00000163898,http://www.wikidata.org/entity/Q21120787,Lipase H
http://www.wikidata.org/entity/Q18053189,LIPH,ENSG00000163898,http://www.wikidata.org/entity/Q21149699,Lipase member H
http://www.wikidata.org/entity/Q18053194,SLC51A,ENSG00000163959,http://www.wikidata.org/entity/Q21123184,Solute carrier family 51 subunit alpha
http://www.wikidata.org/entity/Q18053194,SLC51A,ENSG00000163959,http://www.wikidata.org/entity/Q21139634,Organic solute transporter subunit alpha
http://www.wikidata.org/entity/Q18053389,TPCN2,ENSG00000162341,http://www.wikidata.org/entity/Q21103323,Two pore segment channel 2
http://www.wikidata.org/entity/Q18053554,LRWD1,ENSG00000161036,http://www.wikidata.org/entity/Q21121639,Leucine rich repeats and WD repeat domain containing 1
http://www.wikidata.org/entity/Q18053554,LRWD1,ENSG00000161036,http://www.wikidata.org/entity/Q21151843,Leucine-rich repeat and WD repeat-containing protein 1
http://www.wikidata.org/entity/Q18053591,SPDYA,ENSG00000163806,http://www.wikidata.org/entity/Q21135666,Speedy/RINGO cell cycle regulator family member A
http://www.wikidata.org/entity/Q18053980,RGL4,ENSG00000159496,http://www.wikidata.org/entity/Q21123823,Ral guanine nucleotide dissociation stimulator like 4
http://www.wikidata.org/entity/Q18054093,TTC9C,ENSG00000162222,http://www.wikidata.org/entity/Q21118942,Tetratricopeptide repeat domain 9C
http://www.wikidata.org/entity/Q18054251,NEK8,ENSG00000160602,http://www.wikidata.org/entity/Q21121480,NIMA related kinase 8
http://www.wikidata.org/entity/Q18054251,NEK8,ENSG00000160602,http://www.wikidata.org/entity/Q21140399,Serine/threonine-protein kinase Nek8
http://www.wikidata.org/entity/Q18054393,RNF149,ENSG00000163162,http://www.wikidata.org/entity/Q21127071,Ring finger protein 149
http://www.wikidata.org/entity/Q18054521,COX18,ENSG00000163626,http://www.wikidata.org/entity/Q21100874,Cytochrome c oxidase assembly factor COX18
http://www.wikidata.org/entity/Q18054880,EIF4E3,ENSG00000163412,http://www.wikidata.org/entity/Q21116036,Eukaryotic translation initiation factor 4E family member 3
http://www.wikidata.org/entity/Q18056119,DRAXIN,ENSG00000162490,http://www.wikidata.org/entity/Q21201995,Dorsal inhibitory axon guidance protein
http://www.wikidata.org/entity/Q18056586,BOLA3,ENSG00000163170,http://www.wikidata.org/entity/Q21116891,BolA family member 3
http://www.wikidata.org/entity/Q18250395,EPHA2,ENSG00000142627,http://www.wikidata.org/entity/Q21114359,EPH receptor A2
http://www.wikidata.org/entity/Q18252670,NMT1,ENSG00000136448,http://www.wikidata.org/entity/Q21118853,N-myristoyltransferase 1
http://www.wikidata.org/entity/Q18261632,PGLS,ENSG00000130313,http://www.wikidata.org/entity/Q22677917,6-phosphogluconolactonase
http://www.wikidata.org/entity/Q18264319,DDO,ENSG00000203797,http://www.wikidata.org/entity/Q22679784,D-aspartate oxidase
http://www.wikidata.org/entity/Q18292821,BCR,ENSG00000186716,http://www.wikidata.org/entity/Q903924,BCR activator of RhoGEF and GTPase
http://www.wikidata.org/entity/Q18292821,BCR,ENSG00000186716,http://www.wikidata.org/entity/Q21138729,Breakpoint cluster region protein
http://www.wikidata.org/entity/Q17544382,KLRK1,ENSG00000213809,http://www.wikidata.org/entity/Q22675731,KLRC4-KLRK1 readthrough
http://www.wikidata.org/entity/Q17694745,AADAC,ENSG00000114771,http://www.wikidata.org/entity/Q4649849,Arylacetamide deacetylase
http://www.wikidata.org/entity/Q17709191,ACAT2,ENSG00000120437,http://www.wikidata.org/entity/Q21119315,Acetyl-CoA acetyltransferase 2
http://www.wikidata.org/entity/Q17709277,ACTG1,ENSG00000184009,http://www.wikidata.org/entity/Q21131452,Actin gamma 1
http://www.wikidata.org/entity/Q17709277,ACTG1,ENSG00000184009,http://www.wikidata.org/entity/Q21141617,"Actin, cytoplasmic 2"
http://www.wikidata.org/entity/Q17709567,ADAR,ENSG00000160710,http://www.wikidata.org/entity/Q21118028,"Adenosine deaminase, RNA specific"
http://www.wikidata.org/entity/Q17709567,ADAR,ENSG00000160710,http://www.wikidata.org/entity/Q21145908,Double-stranded RNA-specific adenosine deaminase
http://www.wikidata.org/entity/Q17709649,ADCY3,ENSG00000138031,http://www.wikidata.org/entity/Q21111192,Adenylate cyclase 3
http://www.wikidata.org/entity/Q17709649,ADCY3,ENSG00000138031,http://www.wikidata.org/entity/Q21139664,Adenylate cyclase type 3
http://www.wikidata.org/entity/Q17710014,ADD3,ENSG00000148700,http://www.wikidata.org/entity/Q21110409,Adducin 3
http://www.wikidata.org/entity/Q17825605,BIN1,ENSG00000136717,http://www.wikidata.org/entity/Q21115486,Bridging integrator 1
http://www.wikidata.org/entity/Q17825605,BIN1,ENSG00000136717,http://www.wikidata.org/entity/Q21117586,"Bridging integrator 1, isoform CRA_j"
http://www.wikidata.org/entity/Q17825605,BIN1,ENSG00000136717,http://www.wikidata.org/entity/Q21137199,"Bridging integrator 1, isoform CRA_g"
http://www.wikidata.org/entity/Q17825970,AMY2B,ENSG00000240038,http://www.wikidata.org/entity/Q21097172,Amylase alpha 2B
http://www.wikidata.org/entity/Q17829110,APBA1,ENSG00000107282,http://www.wikidata.org/entity/Q21116188,Amyloid beta precursor protein binding family A member 1
http://www.wikidata.org/entity/Q17829110,APBA1,ENSG00000276497,http://www.wikidata.org/entity/Q21116188,Amyloid beta precursor protein binding family A member 1
http://www.wikidata.org/entity/Q17831443,ARCN1,ENSG00000095139,http://www.wikidata.org/entity/Q21132957,Archain 1
http://www.wikidata.org/entity/Q17831677,RND3,ENSG00000115963,http://www.wikidata.org/entity/Q21109280,Rho family GTPase 3
http://www.wikidata.org/entity/Q17831968,ARHGDIB,ENSG00000111348,http://www.wikidata.org/entity/Q21106152,Rho GDP dissociation inhibitor beta
http://www.wikidata.org/entity/Q17831968,ARHGDIB,ENSG00000111348,http://www.wikidata.org/entity/Q21151178,Rho GDP-dissociation inhibitor 2
http://www.wikidata.org/entity/Q17831987,ARL1,ENSG00000120805,http://www.wikidata.org/entity/Q21171802,ADP ribosylation factor like GTPase 1
http://www.wikidata.org/entity/Q17831993,PHOX2A,ENSG00000165462,http://www.wikidata.org/entity/Q21119716,Paired like homeobox 2A
http://www.wikidata.org/entity/Q17832015,ARR3,ENSG00000120500,http://www.wikidata.org/entity/Q21102030,Arrestin 3
http://www.wikidata.org/entity/Q17832124,STS,ENSG00000101846,http://www.wikidata.org/entity/Q4442399,Steroid sulfatase
http://www.wikidata.org/entity/Q17832136,ARSL,ENSG00000157399,http://www.wikidata.org/entity/Q4802710,Arylsulfatase E
http://www.wikidata.org/entity/Q17832136,ARSL,ENSG00000157399,http://www.wikidata.org/entity/Q21149808,Arylsulfatase E (Chondrodysplasia punctata 1)
http://www.wikidata.org/entity/Q17833493,ATP2B4,ENSG00000058668,http://www.wikidata.org/entity/Q21115331,ATPase plasma membrane Ca2+ transporting 4
http://www.wikidata.org/entity/Q17838444,BCAT1,ENSG00000060982,http://www.wikidata.org/entity/Q21109574,Branched chain amino acid transaminase 1
http://www.wikidata.org/entity/Q17838444,BCAT1,ENSG00000060982,http://www.wikidata.org/entity/Q21145191,"Branched-chain-amino-acid aminotransferase, cytosolic"
http://www.wikidata.org/entity/Q17854539,CA12,ENSG00000074410,http://www.wikidata.org/entity/Q21116946,Carbonic anhydrase 12
http://www.wikidata.org/entity/Q17855655,CAMK2B,ENSG00000058404,http://www.wikidata.org/entity/Q21111495,Calcium/calmodulin dependent protein kinase II beta
http://www.wikidata.org/entity/Q17855881,CAPZB,ENSG00000077549,http://www.wikidata.org/entity/Q21100519,Capping actin protein of muscle Z-line subunit beta
http://www.wikidata.org/entity/Q17855945,CASP10,ENSG00000003400,http://www.wikidata.org/entity/Q22679036,Caspase 10
http://www.wikidata.org/entity/Q17856025,CBFB,ENSG00000067955,http://www.wikidata.org/entity/Q21097521,Core-binding factor subunit beta
http://www.wikidata.org/entity/Q18052848,BMPER,ENSG00000164619,http://www.wikidata.org/entity/Q21142273,BMP-binding endothelial regulator protein
http://www.wikidata.org/entity/Q18053016,SPTSSA,ENSG00000165389,http://www.wikidata.org/entity/Q21133844,Serine palmitoyltransferase small subunit A
http://www.wikidata.org/entity/Q18053279,CCDC171,ENSG00000164989,http://www.wikidata.org/entity/Q21117001,Coiled-coil domain containing 171
http://www.wikidata.org/entity/Q18053279,CCDC171,ENSG00000164989,http://www.wikidata.org/entity/Q21151031,Coiled-coil domain-containing protein 171
http://www.wikidata.org/entity/Q18053390,SPATA19,ENSG00000166118,http://www.wikidata.org/entity/Q21135675,Spermatogenesis associated 19
http://www.wikidata.org/entity/Q18053406,PATL1,ENSG00000166889,http://www.wikidata.org/entity/Q21130406,"PAT1 homolog 1, processing body mRNA decay factor"
http://www.wikidata.org/entity/Q18053419,ERICH6B,ENSG00000165837,http://www.wikidata.org/entity/Q21105918,Glutamate rich 6B
http://www.wikidata.org/entity/Q18053452,SLC16A9,ENSG00000165449,http://www.wikidata.org/entity/Q21116035,Solute carrier family 16 member 9
http://www.wikidata.org/entity/Q18053454,MARCHF8,ENSG00000165406,http://www.wikidata.org/entity/Q21108001,Membrane associated ring-CH-type finger 8
http://www.wikidata.org/entity/Q18053568,ADGRF2,ENSG00000164393,http://www.wikidata.org/entity/Q21111302,Adhesion G protein-coupled receptor F2
http://www.wikidata.org/entity/Q18053581,TMEM130,ENSG00000166448,http://www.wikidata.org/entity/Q21134839,Transmembrane protein 130
http://www.wikidata.org/entity/Q18053799,TCP11L2,ENSG00000166046,http://www.wikidata.org/entity/Q21122832,T-complex 11 like 2
http://www.wikidata.org/entity/Q18053852,MFSD8,ENSG00000164073,http://www.wikidata.org/entity/Q21121684,Major facilitator superfamily domain containing 8
http://www.wikidata.org/entity/Q18053858,MAMDC2,ENSG00000165072,http://www.wikidata.org/entity/Q21119388,MAM domain containing 2
http://www.wikidata.org/entity/Q18053867,SUN3,ENSG00000164744,http://www.wikidata.org/entity/Q21135739,Sad1 and UNC84 domain containing 3
http://www.wikidata.org/entity/Q18054086,PGM2L1,ENSG00000165434,http://www.wikidata.org/entity/Q21120441,Phosphoglucomutase 2 like 1
http://www.wikidata.org/entity/Q18054103,OTOGL,ENSG00000165899,http://www.wikidata.org/entity/Q21109146,Otogelin like
http://www.wikidata.org/entity/Q18057673,C5orf63,ENSG00000164241,http://www.wikidata.org/entity/Q21136437,Chromosome 5 open reading frame 63
http://www.wikidata.org/entity/Q18058326,TMEM41B,ENSG00000166471,http://www.wikidata.org/entity/Q21136292,Transmembrane protein 41B
http://www.wikidata.org/entity/Q18060735,LRTM2,ENSG00000166159,http://www.wikidata.org/entity/Q21121631,Leucine rich repeats and transmembrane domains 2
http://www.wikidata.org/entity/Q18062023,TVP23A,ENSG00000166676,http://www.wikidata.org/entity/Q21135133,Trans-golgi network vesicle protein 23 homolog A
http://www.wikidata.org/entity/Q17917479,ERG,ENSG00000157554,http://www.wikidata.org/entity/Q21097223,ETS transcription factor ERG
http://www.wikidata.org/entity/Q17917479,ERG,ENSG00000157554,http://www.wikidata.org/entity/Q21141064,Erythroblast transformation-specific transcription factor ERG variant 10
http://www.wikidata.org/entity/Q17917643,ETS2,ENSG00000157557,http://www.wikidata.org/entity/Q21114062,"ETS proto-oncogene 2, transcription factor"
http://www.wikidata.org/entity/Q17917643,ETS2,ENSG00000157557,http://www.wikidata.org/entity/Q21148230,Protein C-ets-2
http://www.wikidata.org/entity/Q17917644,ETV1,ENSG00000006468,http://www.wikidata.org/entity/Q21115866,ETS variant transcription factor 1
http://www.wikidata.org/entity/Q17917644,ETV1,ENSG00000006468,http://www.wikidata.org/entity/Q21138612,ETS translocation variant 1
http://www.wikidata.org/entity/Q17917652,EVI2A,ENSG00000126860,http://www.wikidata.org/entity/Q21118096,Ecotropic viral integration site 2A
http://www.wikidata.org/entity/Q17917720,EXTL2,ENSG00000162694,http://www.wikidata.org/entity/Q21115886,Exostosin like glycosyltransferase 2
http://www.wikidata.org/entity/Q17917770,EZH2,ENSG00000106462,http://www.wikidata.org/entity/Q21097530,Enhancer of zeste 2 polycomb repressive complex 2 subunit
http://www.wikidata.org/entity/Q17927055,FABP7,ENSG00000164434,http://www.wikidata.org/entity/Q21114467,Fatty acid binding protein 7
http://www.wikidata.org/entity/Q17927081,ACSL1,ENSG00000151726,http://www.wikidata.org/entity/Q21106340,Acyl-CoA synthetase long chain family member 1
http://www.wikidata.org/entity/Q17927283,PTK2B,ENSG00000120899,http://www.wikidata.org/entity/Q21101275,Protein tyrosine kinase 2 beta
http://www.wikidata.org/entity/Q17927811,FCN1,ENSG00000085265,http://www.wikidata.org/entity/Q21101391,Ficolin 1
http://www.wikidata.org/entity/Q17927826,FDPS,ENSG00000160752,http://www.wikidata.org/entity/Q21107439,Farnesyl diphosphate synthase
http://www.wikidata.org/entity/Q17927826,FDPS,ENSG00000160752,http://www.wikidata.org/entity/Q21149797,Farnesyl pyrophosphate synthase
http://www.wikidata.org/entity/Q17927869,FGF4,ENSG00000075388,http://www.wikidata.org/entity/Q21157890,Fibroblast growth factor 4
http://www.wikidata.org/entity/Q17928393,FHIT,ENSG00000189283,http://www.wikidata.org/entity/Q22676739,Fragile histidine triad diadenosine triphosphatase
http://www.wikidata.org/entity/Q17928415,FHL2,ENSG00000115641,http://www.wikidata.org/entity/Q21116824,Four and a half LIM domains 2
http://www.wikidata.org/entity/Q17928415,FHL2,ENSG00000115641,http://www.wikidata.org/entity/Q21148218,Four and a half LIM domains protein 2
http://www.wikidata.org/entity/Q17928744,FOXI1,ENSG00000168269,http://www.wikidata.org/entity/Q21101489,Forkhead box I1
http://www.wikidata.org/entity/Q17928745,FOXL1,ENSG00000176678,http://www.wikidata.org/entity/Q21101492,Forkhead box L1
http://www.wikidata.org/entity/Q17928745,FOXL1,ENSG00000176678,http://www.wikidata.org/entity/Q21137915,Forkhead box protein L1
http://www.wikidata.org/entity/Q17928752,FOXJ1,ENSG00000129654,http://www.wikidata.org/entity/Q21101512,Forkhead box J1
http://www.wikidata.org/entity/Q17928806,FLII,ENSG00000177731,http://www.wikidata.org/entity/Q21132639,FLII actin remodeling protein
http://www.wikidata.org/entity/Q17928806,FLII,ENSG00000284571,http://www.wikidata.org/entity/Q21132639,FLII actin remodeling protein
http://www.wikidata.org/entity/Q17928847,FLT3LG,ENSG00000090554,http://www.wikidata.org/entity/Q21151143,FLT3LG protein
http://www.wikidata.org/entity/Q17928847,FLT3LG,ENSG00000090554,http://www.wikidata.org/entity/Q21151232,Fms related receptor tyrosine kinase 3 ligand
http://www.wikidata.org/entity/Q17929113,FPGS,ENSG00000136877,http://www.wikidata.org/entity/Q21107352,Folylpolyglutamate synthase
http://www.wikidata.org/entity/Q17929986,FRK,ENSG00000111816,http://www.wikidata.org/entity/Q21106691,Fyn related Src family tyrosine kinase
http://www.wikidata.org/entity/Q17930849,STRN4,ENSG00000090372,http://www.wikidata.org/entity/Q21113473,Striatin 4
http://www.wikidata.org/entity/Q17930849,STRN4,ENSG00000090372,http://www.wikidata.org/entity/Q21146927,Striatin-4
http://www.wikidata.org/entity/Q18027144,HOXA11,ENSG00000005073,http://www.wikidata.org/entity/Q21108742,Homeobox A11
http://www.wikidata.org/entity/Q18049918,BPIFB6,ENSG00000167104,http://www.wikidata.org/entity/Q21115555,BPI fold containing family B member 6
http://www.wikidata.org/entity/Q18050004,TMEM182,ENSG00000170417,http://www.wikidata.org/entity/Q21135071,Transmembrane protein 182
http://www.wikidata.org/entity/Q18050194,TMEM42,ENSG00000169964,http://www.wikidata.org/entity/Q21134629,Transmembrane protein 42
http://www.wikidata.org/entity/Q18050504,DNAJC21,ENSG00000168724,http://www.wikidata.org/entity/Q21112233,DnaJ heat shock protein family (Hsp40) member C21
http://www.wikidata.org/entity/Q18050690,TMEM68,ENSG00000167904,http://www.wikidata.org/entity/Q21134648,Transmembrane protein 68
http://www.wikidata.org/entity/Q18050690,TMEM68,ENSG00000167904,http://www.wikidata.org/entity/Q21141554,Transmembrane protein 68
http://www.wikidata.org/entity/Q18050993,KRT72,ENSG00000170486,http://www.wikidata.org/entity/Q21118523,Keratin 72
http://www.wikidata.org/entity/Q18052439,HSFY2,ENSG00000169953,http://www.wikidata.org/entity/Q21131443,Heat shock transcription factor Y-linked 2
http://www.wikidata.org/entity/Q18053048,SDR16C5,ENSG00000170786,http://www.wikidata.org/entity/Q21123355,Short chain dehydrogenase/reductase family 16C member 5
http://www.wikidata.org/entity/Q18053118,NSMCE1,ENSG00000169189,http://www.wikidata.org/entity/Q21107960,"NSE1 homolog, SMC5-SMC6 complex component"
http://www.wikidata.org/entity/Q18053592,MS4A6E,ENSG00000166926,http://www.wikidata.org/entity/Q21119378,Membrane spanning 4-domains A6E
http://www.wikidata.org/entity/Q18053814,NPNT,ENSG00000168743,http://www.wikidata.org/entity/Q21133727,Nephronectin
http://www.wikidata.org/entity/Q18053814,NPNT,ENSG00000168743,http://www.wikidata.org/entity/Q21138448,Nephronectin
http://www.wikidata.org/entity/Q18053879,RNF214,ENSG00000167257,http://www.wikidata.org/entity/Q21135033,Ring finger protein 214
http://www.wikidata.org/entity/Q18053907,MRGPRX1,ENSG00000170255,http://www.wikidata.org/entity/Q21133205,MAS related GPR family member X1
http://www.wikidata.org/entity/Q18054296,TMEM145,ENSG00000167619,http://www.wikidata.org/entity/Q21134333,Transmembrane protein 145
http://www.wikidata.org/entity/Q18054548,FAM153A,ENSG00000170074,http://www.wikidata.org/entity/Q21112410,Family with sequence similarity 153 member A
http://www.wikidata.org/entity/Q18054548,FAM153A,ENSG00000170074,http://www.wikidata.org/entity/Q21149026,Protein FAM153A
http://www.wikidata.org/entity/Q18054717,SCARA5,ENSG00000168079,http://www.wikidata.org/entity/Q21135424,Scavenger receptor class A member 5
http://www.wikidata.org/entity/Q18055569,TGM6,ENSG00000166948,http://www.wikidata.org/entity/Q21122197,Transglutaminase 6
http://www.wikidata.org/entity/Q18055629,HSD17B13,ENSG00000170509,http://www.wikidata.org/entity/Q21117487,Hydroxysteroid 17-beta dehydrogenase 13
http://www.wikidata.org/entity/Q18056589,C2orf68,ENSG00000168887,http://www.wikidata.org/entity/Q21110576,Chromosome 2 open reading frame 68
http://www.wikidata.org/entity/Q18058803,PRY2,ENSG00000169807,http://www.wikidata.org/entity/Q21123330,PTPN13 like Y-linked
http://www.wikidata.org/entity/Q18025144,GABRE,ENSG00000102287,http://www.wikidata.org/entity/Q21113317,Gamma-aminobutyric acid type A receptor subunit epsilon
http://www.wikidata.org/entity/Q18025144,GABRE,ENSG00000102287,http://www.wikidata.org/entity/Q21141377,"Gamma-aminobutyric acid (GABA) A receptor, epsilon, isoform CRA_b"
http://www.wikidata.org/entity/Q18026445,MKNK2,ENSG00000099875,http://www.wikidata.org/entity/Q21120037,MAPK interacting serine/threonine kinase 2
http://www.wikidata.org/entity/Q18026445,MKNK2,ENSG00000099875,http://www.wikidata.org/entity/Q21142503,MAP kinase-interacting serine/threonine-protein kinase 2
http://www.wikidata.org/entity/Q18026574,GSPT1,ENSG00000103342,http://www.wikidata.org/entity/Q21112329,G1 to S phase transition 1
http://www.wikidata.org/entity/Q18026574,GSPT1,ENSG00000103342,http://www.wikidata.org/entity/Q21152296,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A
http://www.wikidata.org/entity/Q18026711,GYS1,ENSG00000104812,http://www.wikidata.org/entity/Q21105022,Glycogen synthase 1
http://www.wikidata.org/entity/Q18027054,HNF4A,ENSG00000101076,http://www.wikidata.org/entity/Q21114166,Hepatocyte nuclear factor 4 alpha
http://www.wikidata.org/entity/Q18028384,KRT31,ENSG00000094796,http://www.wikidata.org/entity/Q21115094,Keratin 31
http://www.wikidata.org/entity/Q18028934,MCF2,ENSG00000101977,http://www.wikidata.org/entity/Q21113627,MCF.2 cell line derived transforming sequence
http://www.wikidata.org/entity/Q18030071,NFATC2,ENSG00000101096,http://www.wikidata.org/entity/Q21121619,Nuclear factor of activated T cells 2
http://www.wikidata.org/entity/Q18030080,NFATC4,ENSG00000100968,http://www.wikidata.org/entity/Q21124065,Nuclear factor of activated T cells 4
http://www.wikidata.org/entity/Q18030217,NRDC,ENSG00000078618,http://www.wikidata.org/entity/Q22677622,Nardilysin convertase
http://www.wikidata.org/entity/Q18030320,P2RX7,ENSG00000089041,http://www.wikidata.org/entity/Q21126786,Purinergic receptor P2X 7
http://www.wikidata.org/entity/Q18030417,PDE8A,ENSG00000073417,http://www.wikidata.org/entity/Q5864340,Phosphodiesterase 8A
http://www.wikidata.org/entity/Q18030439,PDYN,ENSG00000101327,http://www.wikidata.org/entity/Q21120419,Prodynorphin
http://www.wikidata.org/entity/Q18030513,SLC25A3,ENSG00000075415,http://www.wikidata.org/entity/Q21119487,Solute carrier family 25 member 3
http://www.wikidata.org/entity/Q18030513,SLC25A3,ENSG00000075415,http://www.wikidata.org/entity/Q21149632,"Solute carrier family 25 (Mitochondrial carrier phosphate carrier), member 3, isoform CRA_b"
http://www.wikidata.org/entity/Q18030543,PIGH,ENSG00000100564,http://www.wikidata.org/entity/Q21121985,Phosphatidylinositol glycan anchor biosynthesis class H
http://www.wikidata.org/entity/Q18030543,PIGH,ENSG00000100564,http://www.wikidata.org/entity/Q21140631,Phosphatidylinositol N-acetylglucosaminyltransferase subunit H
http://www.wikidata.org/entity/Q18030561,PITX1,ENSG00000069011,http://www.wikidata.org/entity/Q21124289,Paired like homeodomain 1
http://www.wikidata.org/entity/Q18030561,PITX1,ENSG00000069011,http://www.wikidata.org/entity/Q21142282,Pituitary homeobox 1
http://www.wikidata.org/entity/Q18030595,FXYD3,ENSG00000089356,http://www.wikidata.org/entity/Q21132070,FXYD domain containing ion transport regulator 3
http://www.wikidata.org/entity/Q18030596,PLOD1,ENSG00000083444,http://www.wikidata.org/entity/Q21123274,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
http://www.wikidata.org/entity/Q18030801,MAP2K7,ENSG00000076984,http://www.wikidata.org/entity/Q21109744,Mitogen-activated protein kinase kinase 7
http://www.wikidata.org/entity/Q18030873,PSMC5,ENSG00000087191,http://www.wikidata.org/entity/Q21105835,"Proteasome 26S subunit, ATPase 5"
http://www.wikidata.org/entity/Q18030981,PYGB,ENSG00000100994,http://www.wikidata.org/entity/Q21121198,Glycogen phosphorylase B
http://www.wikidata.org/entity/Q18030983,PYGM,ENSG00000068976,http://www.wikidata.org/entity/Q21115156,"Glycogen phosphorylase, muscle associated"
http://www.wikidata.org/entity/Q18030999,RAB27A,ENSG00000069974,http://www.wikidata.org/entity/Q21114928,"RAB27A, member RAS oncogene family"
http://www.wikidata.org/entity/Q18031041,RARB,ENSG00000077092,http://www.wikidata.org/entity/Q6592976,Retinoic acid receptor beta
http://www.wikidata.org/entity/Q18031041,RARB,ENSG00000077092,http://www.wikidata.org/entity/Q21137261,Retinoic acid receptor beta 5
http://www.wikidata.org/entity/Q18031114,RGS1,ENSG00000090104,http://www.wikidata.org/entity/Q21174785,Regulator of G protein signaling 1
http://www.wikidata.org/entity/Q18031229,RPL6,ENSG00000089009,http://www.wikidata.org/entity/Q21135395,Ribosomal protein L6
http://www.wikidata.org/entity/Q18031559,SLC12A1,ENSG00000074803,http://www.wikidata.org/entity/Q21124409,Solute carrier family 12 member 1
http://www.wikidata.org/entity/Q18031559,SLC12A1,ENSG00000074803,http://www.wikidata.org/entity/Q21137901,Solute carrier family 12 member 1
http://www.wikidata.org/entity/Q18031593,SMARCA2,ENSG00000080503,http://www.wikidata.org/entity/Q21101928,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
http://www.wikidata.org/entity/Q18031593,SMARCA2,ENSG00000080503,http://www.wikidata.org/entity/Q21143578,Probable global transcription activator SNF2L2
http://www.wikidata.org/entity/Q18031613,SIGLEC1,ENSG00000088827,http://www.wikidata.org/entity/Q7506686,Sialic acid binding Ig like lectin 1
http://www.wikidata.org/entity/Q18031692,SPTB,ENSG00000070182,http://www.wikidata.org/entity/Q21127192,"Spectrin beta, erythrocytic"
http://www.wikidata.org/entity/Q18031692,SPTB,ENSG00000070182,http://www.wikidata.org/entity/Q21142006,"Spectrin beta chain, erythrocytic"
http://www.wikidata.org/entity/Q18031702,SREBF1,ENSG00000072310,http://www.wikidata.org/entity/Q21135683,Sterol regulatory element binding transcription factor 1
http://www.wikidata.org/entity/Q18031702,SREBF1,ENSG00000072310,http://www.wikidata.org/entity/Q21140225,Sterol regulatory element-binding protein 1
http://www.wikidata.org/entity/Q18032056,TNS1,ENSG00000079308,http://www.wikidata.org/entity/Q21097350,Tensin 1
http://www.wikidata.org/entity/Q18032056,TNS1,ENSG00000079308,http://www.wikidata.org/entity/Q21140793,TNS1 protein
http://www.wikidata.org/entity/Q18032056,TNS1,ENSG00000079308,http://www.wikidata.org/entity/Q21141768,Tensin-1
http://www.wikidata.org/entity/Q18032366,WNT8B,ENSG00000075290,http://www.wikidata.org/entity/Q21135925,Wnt family member 8B
http://www.wikidata.org/entity/Q18032804,PICALM,ENSG00000073921,http://www.wikidata.org/entity/Q21121978,Phosphatidylinositol binding clathrin assembly protein
http://www.wikidata.org/entity/Q18032804,PICALM,ENSG00000073921,http://www.wikidata.org/entity/Q21142671,"Phosphatidylinositol binding clathrin assembly protein, isoform CRA_c"
http://www.wikidata.org/entity/Q18032804,PICALM,ENSG00000073921,http://www.wikidata.org/entity/Q21143981,Phosphatidylinositol-binding clathrin assembly protein
http://www.wikidata.org/entity/Q18032814,BRAP,ENSG00000089234,http://www.wikidata.org/entity/Q21172292,BRCA1 associated protein
http://www.wikidata.org/entity/Q18032922,LTBP4,ENSG00000090006,http://www.wikidata.org/entity/Q21112738,Latent transforming growth factor beta binding protein 4
http://www.wikidata.org/entity/Q18032922,LTBP4,ENSG00000090006,http://www.wikidata.org/entity/Q21139550,Latent-transforming growth factor beta-binding protein 4
http://www.wikidata.org/entity/Q18033143,NOP14,ENSG00000087269,http://www.wikidata.org/entity/Q21119585,NOP14 nucleolar protein
http://www.wikidata.org/entity/Q18033188,DYNLL1,ENSG00000088986,http://www.wikidata.org/entity/Q21132100,Dynein light chain LC8-type 1
http://www.wikidata.org/entity/Q18033203,EIF4G3,ENSG00000075151,http://www.wikidata.org/entity/Q21108761,Eukaryotic translation initiation factor 4 gamma 3
http://www.wikidata.org/entity/Q18033430,CCNK,ENSG00000090061,http://www.wikidata.org/entity/Q21116337,Cyclin K
http://www.wikidata.org/entity/Q18033430,CCNK,ENSG00000090061,http://www.wikidata.org/entity/Q21142374,Cyclin-K
http://www.wikidata.org/entity/Q18033899,SLC24A1,ENSG00000074621,http://www.wikidata.org/entity/Q21108999,Solute carrier family 24 member 1
